id,name,provinceId,number,provinceName,parties,provinceId_key
6027ea51-eacd-4463-ba4a-fdbc20e144cb,นนทบุรี เขต 4,12,4,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 32344, 'percent': 44.41027049292874}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 16166, 'percent': 22.196896883152547}]",12
7f0ff310-0e2b-4b48-b756-d5558e8d97bd,นนทบุรี เขต 5,12,5,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 41652, 'percent': 44.45345685073321}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 21336, 'percent': 22.771030331490532}]",12
3211022b-a3d8-4a06-999c-c73caa6cce22,นนทบุรี เขต 6,12,6,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 46625, 'percent': 47.16694823522271}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 18773, 'percent': 18.991208991310156}]",12
9e8b8f3a-95d8-4708-8f86-9133babaf07d,นนทบุรี เขต 7,12,7,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 40439, 'percent': 45.680881107031915}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 15436, 'percent': 17.436882236656313}]",12
e1034b0f-95a3-480a-a966-d77831622c6b,นนทบุรี เขต 8,12,8,นนทบุรี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 39743, 'percent': 43.23933241943556}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 20694, 'percent': 22.514524446765456}]",12
4e1440b5-a227-49ac-b933-b820dcaa50e3,ปทุมธานี เขต 1,13,1,ปทุมธานี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 37705, 'percent': 41.897237593617355}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 13821, 'percent': 15.357690512700847}]",13
296e7205-196a-42e9-b550-751111915081,ปทุมธานี เขต 2,13,2,ปทุมธานี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 37910, 'percent': 41.40499568584192}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 17633, 'percent': 19.258620124728317}]",13
4e19f8cd-79b5-4a80-902c-cf1a2c0d9071,ปทุมธานี เขต 3,13,3,ปทุมธานี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 42752, 'percent': 50.867382147871396}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 15442, 'percent': 18.373271779739667}]",13
7a9be8c2-dc0f-474a-98d7-38d1a9b38a5d,ปทุมธานี เขต 4,13,4,ปทุมธานี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 40367, 'percent': 47.120828323625204}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 13330, 'percent': 15.560250738323974}]",13
bde49a7d-eacf-4be8-911f-db72638dbab5,ปทุมธานี เขต 5,13,5,ปทุมธานี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 34201, 'percent': 44.86318440590812}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 13341, 'percent': 17.500065587533122}]",13
5bb69d2e-77f6-4854-af97-7882139d7d6b,ปทุมธานี เขต 6,13,6,ปทุมธานี,"[{'code': '46', 'name': 'พรรคประชาชน', 'party': {'code': '46', 'name': 'พรรคประชาชน', 'color': '#ff6412'}, 'totalVotes': 39883, 'percent': 50.4803371853127}, {'code': '37', 'name': 'พรรคภูมิใจไทย', 'party': {'code': '37', 'name': 'พรรคภูมิใจไทย', 'color': '#131c5f'}, 'totalVotes': 12627, 'percent': 15.982128165858722}]",13
